name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
凤凰光学,元器件,江西,0.0,23747.25,23747.25,98892.02,55710.78,34473.96,10380.05,0.44,-0.205,1.93,15.73,19970528
银鸽投资,造纸,河南,0.0,82537.4,124910.29,519011.09,179731.47,198258.95,183992.23,1.47,-0.086,1.85,5.69,19970430
海信电器,家用电器,山东,14.99,130848.13,130848.13,2186376.75,1953351.75,130046.81,225880.67,1.73,0.871,9.61,1.81,19970422
上海电力,火力发电,上海,23.01,213973.92,213973.92,5454674.0,810307.75,2984043.5,420322.91,1.96,0.382,4.96,2.37,20031029
广信材料,染料涂料,江苏,120.31,2500.0,10000.0,56504.05,46467.51,6523.21,21955.5,2.2,0.304,4.69,10.4,20160830
恒泰实达,软件服务,北京,1457.23,1906.0,7616.0,60794.36,58297.01,437.55,26995.9,3.54,0.06,6.66,14.32,20160530
金冠电气,电气设备,吉林,170.3,4360.0,17384.19,77652.7,64807.43,10773.0,18981.97,1.09,0.21,3.3,12.41,20160506
中科创达,软件服务,北京,160.1,9771.82,40305.96,165956.27,131984.06,3908.56,59849.96,1.48,0.245,2.63,19.87,20151210
光力科技,电器仪表,河南,205.16,6375.66,18481.0,50173.6,45269.43,3088.18,10779.87,0.58,0.081,2.47,9.0,20150702
合纵科技,电气设备,北京,111.25,12036.45,27976.84,184319.88,128295.45,7827.63,16785.63,0.6,0.16699999999999998,3.0,8.29,20150610
德尔股份,汽车配件,辽宁,65.31,4674.83,10000.0,191418.05,149032.56,29737.09,99233.36,9.92,0.897,14.91,5.24,20150612
赛摩电气,电器仪表,江苏,305.85,9540.0,29685.56,132869.86,59817.38,16894.48,60295.8,2.03,0.073,3.64,8.19,20150528
金科娱乐,化工原料,浙江,149.27,38508.35,158126.06,521047.81,180933.61,23652.57,295599.5,1.87,0.15,3.08,5.59,20150515
耐威科技,元器件,北京,536.19,7098.79,18518.71,153156.77,58477.36,17361.27,91056.45,4.92,0.1,7.21,9.43,20150514
红相电力,电气设备,福建,326.53,8808.17,28374.4,71371.2,61974.95,6465.31,445.05,0.02,0.05,1.98,11.06,20150217
正业科技,电器仪表,广东,178.35,4875.0,18112.08,143008.63,67046.0,10642.75,73103.31,4.04,0.23,6.42,7.98,20141231
飞凯材料,染料涂料,上海,108.21,3599.76,10400.0,104105.11,45282.51,31774.23,29300.68,2.82,0.514,7.37,10.07,20141009
恒通科技,其他建材,北京,289.37,11010.69,19468.0,139894.63,86575.65,29546.86,25918.93,1.33,0.061,3.95,6.0,20150319
东土科技,通信设备,北京,126.14,20049.9,51693.82,231579.47,92693.68,12466.21,131086.91,2.54,0.14,3.89,5.67,20120927
旋极信息,软件服务,北京,87.23,55998.44,99996.63,260900.27,144251.0,11605.51,10535.16,0.11,0.26,1.53,15.27,20120608
华灿光电,半导体,湖北,39.95,67500.0,83568.4,631617.31,257406.88,228297.8,216950.27,2.6,0.19,3.98,2.26,20120601
任子行,软件服务,广东,101.65,20113.57,44833.12,167962.19,56413.6,11510.37,50372.05,1.12,0.156,2.65,8.01,20120425
汉鼎宇佑,软件服务,浙江,228.73,25863.0,45939.37,312746.91,201781.81,7115.56,138303.84,3.01,0.11,4.77,6.39,20120319
蓝英装备,专用机械,辽宁,2269.76,26813.14,27000.0,87579.86,63344.23,15553.55,15907.65,0.59,0.005,2.4,6.69,20120308
汇冠股份,电脑设备,北京,57.28,17075.53,22050.73,236059.84,122130.22,28948.33,102360.56,4.64,0.4,5.84,5.38,20111229
三丰智能,专用机械,湖北,771.16,19985.42,37440.0,91938.38,61662.86,4580.16,4126.95,0.11,0.018000000000000002,1.59,11.4,20111115
和佳股份,医疗保健,广东,51.89,55940.76,78782.35,418480.59,202538.77,14248.75,95731.34,1.22,0.289,3.12,6.4,20111026
万福生科,农业综合,湖南,0.0,13400.0,13400.0,23410.85,4430.75,5438.99,37698.46,2.81,-0.061,1.47,16.0,20110927
尔康制药,化学制药,湖南,31.65,114461.07,206032.3,517947.94,274401.38,150648.17,94339.36,0.46,0.35100000000000003,2.35,6.29,20110927
新天科技,电器仪表,河南,67.83,25807.99,53550.17,187541.52,141950.11,24609.95,71170.28,1.33,0.15,3.15,3.69,20110831
瑞丰高材,化工原料,山东,103.37,13260.95,20615.23,116783.1,65784.24,24632.01,4168.81,0.2,0.11,2.35,6.45,20110712
银信科技,软件服务,北京,58.97,26176.24,34250.94,94196.92,77534.88,9745.57,13271.55,0.39,0.259,1.65,12.35,20110615
北京君正,半导体,北京,674.16,9833.0,16640.0,111949.9,85619.11,7204.36,73341.71,4.41,0.049,6.57,6.7,20110531
鸿利智汇,元器件,广东,39.64,53189.42,67097.57,330767.0,177953.73,71817.18,64768.58,0.97,0.3,2.84,5.37,20110518
佳讯飞鸿,通信设备,北京,82.33,15629.54,28733.25,173207.2,97339.96,16246.92,25631.89,0.89,0.255,3.54,7.91,20110505
高盟新材,化工原料,北京,52.75,20331.5,21360.0,84229.25,60830.85,20621.51,41798.75,1.96,0.243,3.64,4.69,20110407
纳川股份,塑料,福建,154.93,75624.15,103154.85,240899.02,146011.7,27764.56,14029.77,0.14,0.07,1.51,4.37,20110407
维尔利,环境保护,江苏,73.26,32553.92,40812.08,432361.09,278842.5,26376.1,198412.41,4.86,0.19,6.77,2.55,20110316
华峰超纤,化纤,上海,81.93,29994.17,47500.0,340038.13,99621.49,178164.77,148253.75,3.12,0.17,5.49,3.12,20110222
四方达,矿物制品,河南,193.38,32464.83,47826.55,84584.68,51948.98,17609.85,6452.71,0.13,0.03,1.53,5.04,20110215
天瑞仪器,电器仪表,江苏,74.03,29524.64,46176.0,176588.38,142885.47,12729.82,76782.93,1.66,0.114,3.3,3.42,20110125
世纪瑞尔,软件服务,北京,0.0,32706.1,54000.0,158606.3,132169.02,2693.42,72866.55,1.35,-0.033,2.66,3.74,20101222
量子高科,食品,广东,109.08,42126.87,42210.0,77832.92,49332.56,13819.25,8020.37,0.19,0.128,1.8,10.34,20101222
星河生物,种植业,广东,210.87,10603.04,28233.71,258633.66,100053.71,38315.45,215940.41,7.65,0.13,7.56,4.07,20101209
太阳鸟,船舶,湖南,353.79,27409.63,30172.53,208355.2,100266.9,55272.63,62924.66,2.09,0.032,3.57,4.23,20100928
经纬电材,电气设备,天津,249.43,16474.77,20454.59,74078.1,32810.01,36969.45,30486.7,1.49,0.043,2.9,4.92,20100917
坚瑞沃能,专用机械,陕西,222.59,30764.94,121626.22,1729511.25,1059721.5,173963.44,611135.75,5.02,0.15,6.17,3.34,20100902
向日葵,半导体,浙江,82.55,111635.5,111980.0,300860.97,135612.47,146313.61,21401.97,0.19,0.045,1.17,4.17,20100827
双林股份,汽车服务,浙江,41.71,27072.4,39795.12,492403.91,220126.22,117232.88,103469.38,2.6,0.611,5.88,5.78,20100806
长信科技,元器件,安徽,59.16,109934.78,114943.99,604204.5,232237.97,167606.84,130620.75,1.14,0.2,3.16,4.99,20100526
易成新能,半导体,河南,842.47,50167.05,50280.39,596989.13,383445.91,121599.75,243110.0,4.84,0.006999999999999999,6.41,1.21,20100625
GQY视讯,电脑设备,浙江,0.0,36791.73,42400.0,114239.72,74432.68,23108.0,45615.06,1.08,-0.004,2.51,6.08,20100430
欧比特,半导体,广东,181.47,44103.64,57790.05,154210.56,83265.43,13412.1,45503.71,0.79,0.063,2.21,6.9,20100211
天源迪科,软件服务,深圳,221.76,26184.65,35771.51,303903.06,223425.75,20226.76,105237.36,2.94,0.07,5.27,3.78,20100120
上海凯宝,中成药,上海,26.8,61623.6,82943.15,256332.05,198680.05,37339.9,25564.15,0.31,0.313,2.63,4.26,20100108
华谊兄弟,影视音像,浙江,41.57,189075.19,278603.63,1965461.75,882312.13,35369.87,279416.88,1.0,0.223,3.37,3.68,20091030
南风股份,电气设备,广东,297.5,38299.17,50921.89,358980.41,124131.27,93716.25,214456.84,4.21,0.043,5.96,2.86,20091030
凯莱英,生物制药,天津,0.0,0.0,0.0,147064.66,76320.32,49785.25,35648.09,0.0,0.0,0.0,0.0,0
帝王洁具,家居用品,四川,169.06,2160.0,8637.74,62282.3,46155.55,12196.42,22951.57,2.66,0.35,6.49,10.32,20160525
中坚科技,农用机械,浙江,116.39,3300.0,13200.0,72419.22,52904.55,8283.36,19537.85,1.48,0.26,4.65,8.67,20151209
木林森,半导体,广东,46.04,7849.97,52832.78,1256778.5,760813.19,380035.19,310465.53,5.88,0.65,9.63,3.79,20150217
跃岭股份,汽车配件,浙江,73.04,5296.0,16000.0,100719.31,47407.1,30881.53,39317.05,2.46,0.23199999999999998,5.63,4.0,20140129
金一文化,服饰,北京,115.57,25635.49,64803.6,1084260.38,859018.19,40582.8,91209.21,1.41,0.126,3.27,5.94,20140127
兴业科技,纺织,福建,130.34,24057.19,30316.76,283874.5,211697.91,55722.51,136494.36,4.5,0.13,7.68,2.44,20120507
中泰桥梁,建筑施工,江苏,0.0,31099.38,49856.69,387981.5,208668.06,35019.71,172352.41,3.46,-0.13,4.58,4.75,20120309
荣之联,软件服务,北京,205.37,34380.66,63576.94,448285.19,234534.88,21969.74,238218.34,3.75,0.08900000000000001,5.71,4.28,20111220
跨境通,服饰,山西,79.16,72544.85,142911.03,638609.63,482075.44,9711.37,249262.95,1.74,0.21,3.06,6.57,20111208
安洁科技,电脑设备,江苏,39.75,21159.96,38885.32,317206.88,185144.63,78521.3,125488.86,3.23,0.687,6.39,5.7,20111125
仁智股份,石油开采,浙江,0.0,33730.69,41194.8,67433.8,47628.89,8515.4,8860.48,0.22,-0.099,1.47,8.89,20111103
*ST舜船,船舶,江苏,0.0,34703.91,37485.0,136211.13,136211.13,0.0,51993.1,1.39,-2.775,-16.75,-0.64,20110810
双星新材,塑料,江苏,51.07,53859.23,71732.77,589242.19,269945.13,171283.27,363673.84,5.07,0.157,7.42,1.44,20110602
西陇科学,化工原料,广东,84.52,25943.76,58521.64,230862.7,137418.42,44810.93,68319.11,1.17,0.19,2.89,5.5,20110602
海能达,通信设备,深圳,158.22,84086.68,172841.42,615012.06,419763.94,105987.11,196251.31,1.14,0.07,2.56,4.95,20110527
闽发铝业,铝,福建,403.87,27430.63,49404.66,172524.61,84223.06,53217.65,71486.05,1.45,0.03,2.92,4.08,20110428
通达动力,电气设备,江苏,742.32,11885.37,16510.0,101568.59,69237.1,25777.5,54705.85,3.31,0.019,5.14,3.66,20110428
德力股份,玻璃,安徽,0.0,25291.63,39195.07,205612.42,86712.56,66514.86,90377.38,2.31,-0.111,3.77,4.07,20110412
天沃科技,化工机械,江苏,0.0,52197.1,73971.2,665665.19,407869.44,190213.06,142869.5,1.93,-0.075,3.69,2.12,20110310
山东矿机,工程机械,山东,0.0,39488.85,53400.0,270843.63,171850.38,52471.46,111202.65,2.08,-0.066,3.09,3.27,20101217
天汽模,汽车配件,天津,43.12,64704.3,82304.45,411428.19,265628.78,68946.31,23463.26,0.29,0.125,2.32,3.08,20101125
天广中茂,专用机械,福建,56.82,63445.44,155780.8,600806.0,346219.0,55376.42,215712.66,1.38,0.16699999999999998,2.78,4.57,20101123
恒基达鑫,仓储物流,广东,102.39,23541.99,27000.0,156448.2,51287.55,65572.86,55484.13,2.05,0.09300000000000001,4.22,3.0,20101102
希努尔,服饰,山东,379.69,31999.03,32000.0,244909.95,94639.02,89335.71,126202.7,3.94,0.038,6.19,3.1,20101015
富春环保,火力发电,浙江,48.64,72993.56,79635.0,491790.69,130056.86,222911.5,124889.77,1.57,0.22699999999999998,3.51,4.2,20100921
常宝股份,普钢,江苏,46.26,30201.26,40010.0,374951.91,219065.05,105045.11,109171.5,2.73,0.213,7.45,1.76,20100921
嘉事堂,医药商业,北京,46.97,23879.15,25052.63,716880.81,616126.81,34471.32,73715.96,2.94,0.679,7.7,5.53,20100818
天业通联,工程机械,河北,485.16,20352.77,38868.92,131974.42,89551.5,32990.3,167438.81,4.31,0.027999999999999997,3.15,5.72,20100810
闰土股份,染料涂料,浙江,21.34,61631.51,76700.0,758387.63,402839.0,262044.75,153721.88,2.0,0.574,7.98,2.05,20100706
*ST中特,特种钢,河南,0.0,46551.0,50298.66,367282.31,130565.01,128608.8,106785.57,2.12,-0.17800000000000002,3.45,3.35,20100603
齐翔腾达,化工原料,山东,35.22,167607.48,177520.92,835277.19,230317.52,338070.91,217425.55,1.22,0.142,3.17,2.11,20100518
星网锐捷,通信设备,福建,45.23,53034.64,53911.12,486795.41,358141.28,44669.85,84638.15,1.57,0.327,5.08,3.88,20100623
南洋科技,元器件,浙江,70.08,52790.85,70992.29,391945.22,142354.05,103676.06,220882.8,3.11,0.139,4.82,2.69,20100413
*ST鲁丰,铝,山东,745.89,67559.63,92640.0,188644.63,125590.75,18742.65,56846.86,0.61,0.008,1.3,6.2,20100331
章源钨业,小金属,江西,1136.12,92293.34,92416.74,328387.03,135205.81,97256.88,57607.26,0.62,0.006999999999999999,2.07,5.38,20100331
国创高新,石油加工,湖北,966.24,43194.73,43470.05,178879.63,111378.81,12997.62,17344.73,0.4,0.006999999999999999,1.79,5.14,20100323
丽鹏股份,建筑施工,山东,69.84,50324.01,87742.75,434806.56,223196.3,69739.13,114409.17,1.3,0.10400000000000001,2.96,3.28,20100318
博云新材,矿物制品,湖南,0.0,36476.26,47131.5,238487.22,127808.77,44459.03,115901.77,2.46,-0.06,3.3,3.96,20090929
博深工具,轻工机械,河北,252.38,18848.8,33813.0,103135.78,58151.55,24060.55,30876.9,0.91,0.040999999999999995,2.37,5.83,20090821
升达林业,家居用品,四川,592.74,60836.62,75232.82,396053.91,229862.7,128787.67,72209.81,0.96,0.013000000000000001,2.13,4.72,20080716
九阳股份,家用电器,山东,21.29,76519.5,76758.29,488947.75,313379.16,67275.96,93464.21,1.22,0.7120000000000001,4.29,4.71,20080528
奥特佳,汽车配件,江苏,47.67,58052.42,109651.2,762454.31,377161.91,107391.88,261223.0,2.38,0.247,4.0,3.92,20080522
鱼跃医疗,医疗保健,江苏,39.72,49435.28,66831.79,569727.88,460177.19,44054.98,245955.16,3.68,0.71,7.24,4.73,20080418
东方网络,电器仪表,广西,410.46,51799.6,75377.82,283654.41,118724.47,14565.54,52617.11,0.7,0.032,1.87,9.47,20071012
红 宝 丽,化工原料,江苏,51.94,52759.83,60205.8,229247.95,128584.61,68498.68,34592.3,0.57,0.13,2.51,3.42,20070913
常铝股份,铝,江苏,79.29,43471.23,72437.49,527892.5,248141.66,137328.25,217719.13,3.01,0.1,4.28,2.42,20070821
中核钛白,化工原料,甘肃,176.32,102201.14,159356.75,495866.0,168108.61,164384.69,85620.93,0.54,0.028999999999999998,1.58,4.35,20070803
顺络电子,元器件,深圳,37.93,67302.92,74093.88,397919.19,139483.66,196721.91,87901.15,1.19,0.364,3.47,5.32,20070613
中环股份,半导体,天津,46.77,229626.02,264423.66,1948018.25,629240.75,642134.19,688379.56,2.6,0.133,3.97,2.08,20070420
三维通信,通信设备,浙江,0.0,34305.32,41625.89,221175.16,151262.92,14704.32,27483.22,0.66,-0.05,2.1,5.56,20070215
冠福股份,化学制药,福建,78.64,120763.84,218618.27,479189.0,108554.88,50233.96,22413.73,0.1,0.055999999999999994,1.38,4.23,20061229
浔兴股份,服饰,福建,39.42,31000.0,35800.0,149172.13,67436.9,53333.03,30951.34,0.86,0.24100000000000002,3.07,4.13,20061222
雪 莱 特,家用电器,广东,113.12,21190.63,36699.48,156529.72,89346.86,26871.85,51372.76,1.4,0.1,2.76,5.48,20061025
沙钢股份,特种钢,江苏,203.01,220677.06,220677.17,667667.56,275650.03,315169.78,-60860.16,-0.28,0.06,1.11,14.58,20061025
国轩高科,电气设备,江苏,31.33,46801.33,87635.0,909959.13,512769.16,139616.56,128100.06,1.46,0.8420000000000001,4.15,8.47,20061018
长城影视,影视音像,江苏,48.67,32124.85,52542.98,282047.34,142519.67,10608.28,-55123.96,-1.05,0.21,1.31,10.41,20061012
*ST江化,化工原料,浙江,72.99,45325.96,55551.66,509316.69,119356.06,326594.28,120160.75,2.16,0.075,2.85,2.56,20060816
云南旅游,旅游景点,云南,74.93,52243.26,73079.25,426270.91,276900.44,54700.55,59223.13,0.81,0.086,2.41,3.55,20060810
得润电子,元器件,深圳,141.17,40273.32,45051.21,664978.94,468333.69,86956.4,63350.16,1.41,0.17,3.9,8.19,20060725
黔源电力,水力发电,贵州,20.09,30537.31,30539.86,1754516.25,83783.11,1651592.5,114256.67,3.74,0.633,7.17,2.36,20050303
美 欣 达,纺织,浙江,187.18,6093.72,10804.0,107500.86,68693.05,20630.1,60329.88,5.58,0.16,7.7,4.72,20040826
航天电器,元器件,贵州,40.64,42884.19,42900.0,367684.13,294128.84,46844.37,42221.76,0.98,0.465,4.88,5.16,20040726
新 和 成,化学制药,浙江,20.73,107308.89,108891.89,1096252.13,569481.5,254536.38,71803.31,0.66,0.7759999999999999,7.06,3.04,20040625
越秀金控,多元金融,广东,63.2,53813.82,222383.05,6594893.5,3987301.5,26220.45,888943.63,4.0,0.23,5.54,2.61,20000718
银泰资源,铅锌,内蒙,74.23,87856.03,108161.6,494361.66,150913.27,58433.01,205086.94,1.9,0.152,3.45,4.35,20000608
新乡化纤,化纤,河南,45.64,102670.2,125765.6,624129.75,275861.63,242545.38,169223.42,1.35,0.1,2.83,1.87,19991021
河北宣工,工程机械,河北,0.0,19800.0,19800.0,138403.86,76438.56,42160.03,16355.75,0.83,-0.158,1.96,13.96,19990714
华北高速,路桥,北京,15.29,108997.39,109000.0,619706.06,179529.8,362086.69,134087.22,1.23,0.24600000000000002,4.24,1.18,19990927
*ST五稀,小金属,山西,0.0,98088.13,98088.89,218938.92,188506.91,13786.92,75535.68,0.77,-0.044000000000000004,2.09,5.87,19980911
天音控股,其他商业,江西,132.17,94679.65,95881.89,1199008.88,980955.81,33705.76,29453.03,0.31,0.064,2.19,5.14,19971202
太钢不锈,特种钢,山西,20.29,569607.38,569624.75,7333644.0,1748176.25,4602481.5,680322.0,1.19,0.14800000000000002,3.89,1.03,19981021
超声电子,元器件,广东,45.92,53692.05,53696.6,461569.66,276517.56,159290.69,142463.91,2.65,0.209,5.5,2.33,19971008
陕西金叶,广告包装,陕西,162.98,44634.37,44737.57,204223.73,120306.4,50117.87,1688.15,0.04,0.048,1.97,5.32,19980623
金宇车城,纺织,四川,0.0,9769.25,12773.08,47854.46,41587.62,670.12,2009.93,0.16,-0.271,0.65,32.63,19980303
山西三维,化工原料,山西,0.0,46925.58,46926.46,549349.63,150604.63,363127.22,112936.02,2.41,-0.917,1.67,6.29,19970627
长城信息,电脑设备,湖南,135.1,80207.97,81481.85,592701.25,244029.3,21465.26,97039.71,1.19,0.113,5.15,3.95,19970704
大地传媒,出版业,河南,18.55,66714.75,102320.38,1015315.88,690582.0,114430.7,275064.0,2.69,0.447,6.27,1.76,19970331
*ST韶钢,钢加工,广东,0.0,241952.44,241952.44,1596126.88,403836.53,947696.0,322707.78,1.33,-0.047,0.1,41.16,19970508
京蓝科技,软件服务,黑龙江,0.0,16089.83,16089.83,42574.73,39912.42,300.08,1507.57,0.09,-0.192,1.61,20.26,19970411
天兴仪表,汽车配件,四川,0.0,15120.0,15120.0,54076.45,24959.4,14325.11,4631.55,0.31,-0.045,0.74,30.08,19970422
河钢股份,普钢,河北,26.45,1061689.75,1061860.75,17854344.0,5346177.5,8677997.0,2320581.5,2.19,0.08800000000000001,4.17,0.74,19970416
ST华泽,小金属,四川,0.0,25820.75,54349.19,420136.44,346148.13,34635.2,-3052.87,-0.06,-0.16699999999999998,2.15,5.81,19970226
东方电子,电气设备,山东,130.36,97802.38,97816.32,339014.41,254687.05,46521.4,34539.94,0.35,0.03,1.57,3.3,19970121
*ST盈方,元器件,湖北,291.95,60016.73,81662.72,77487.11,40220.96,4721.6,29485.81,0.36,0.02,0.85,9.35,19961217
天夏智慧,软件服务,广西,116.6,28794.71,84084.45,534542.69,158231.72,25781.9,385067.06,4.58,0.24,5.75,4.4,19961216
珠海中富,广告包装,广东,0.0,128570.25,128570.25,309704.34,89988.17,179766.56,26524.8,0.21,-0.062,0.76,8.01,19961203
金岭矿业,普钢,山东,0.0,59534.01,59534.01,345002.66,103992.81,52583.05,48799.8,0.82,-0.237,5.09,1.76,19961128
格力电器,家用电器,广东,9.0,597195.63,601573.06,18170746.0,13945858.0,1672439.13,18840.06,0.03,1.867,8.27,2.71,19961118
*ST恒立,汽车配件,湖南,0.0,42522.6,42522.6,28222.6,17282.0,4055.23,18291.42,0.43,-0.045,0.32,28.75,19961107
*ST天首,纺织,内蒙,0.0,31906.42,32182.19,38071.2,25049.21,3852.68,13855.42,0.43,-0.077,0.51,15.57,19961008
绵石投资,区域地产,北京,25.53,26641.78,29809.55,215544.27,156015.31,4543.15,7159.56,0.24,0.42,4.69,3.05,19961010
友利控股,化纤,江苏,0.0,61128.78,61332.42,266918.25,179141.06,77524.71,67523.8,1.1,-0.066,3.07,3.86,19951128
广东甘化,造纸,广东,0.0,43383.87,44286.12,135511.05,38186.98,63873.51,84164.21,1.9,-0.16,2.54,6.06,19940907
新大洲Ａ,煤炭开采,海南,85.21,73567.07,81406.39,511602.16,113075.11,60526.93,65166.96,0.8,0.079,2.74,3.29,19940525
陕国投Ａ,多元金融,陕西,49.47,242933.45,309049.19,979876.63,0.0,8113.06,274413.09,0.89,0.113,2.45,3.06,19940110
昆百大Ａ,百货,云南,148.21,31589.38,117023.59,655613.25,407010.25,30943.66,153889.38,1.32,0.053,3.21,3.24,19940202
莱茵体育,文教休闲,浙江,453.17,76446.6,85948.27,226028.97,133613.8,25807.13,51013.51,0.59,0.024,1.51,9.74,19940509
靖远煤电,煤炭开采,甘肃,58.34,155743.88,228697.09,928447.81,362648.66,325899.84,183963.97,0.8,0.052000000000000005,2.71,1.5,19940106
航天发展,通信设备,福建,110.92,90124.77,142962.89,662474.56,372339.31,23014.67,422816.94,2.96,0.10400000000000001,3.56,4.31,19931130
皖能电力,火力发电,安徽,14.16,179039.59,179039.59,2370236.5,251784.47,1243088.25,199796.52,1.12,0.43200000000000005,5.13,1.59,19931220
云南白药,中成药,云南,22.91,104139.24,104139.96,2283942.0,2048007.75,158261.95,124985.65,1.2,2.266,14.57,4.75,19931215
万 家 乐,家用电器,广东,383.89,68490.24,69081.6,431558.16,335276.5,21094.14,5657.06,0.08,0.023,2.01,5.91,19940103
穗恒运Ａ,火力发电,广东,13.64,68508.13,68508.28,933357.63,263066.34,326166.88,89960.77,1.31,0.631,5.61,2.05,19940106
*ST烯碳,矿物制品,辽宁,0.0,115482.22,115483.2,348693.53,257773.47,311.76,6361.47,0.06,-0.07,1.21,7.38,19930518
渤海金控,多元金融,新疆,23.13,311558.59,618452.13,19553152.0,3637665.5,10187297.0,1724290.25,2.79,0.233,4.72,1.52,19960716
TCL 集团,家用电器,广东,20.37,900135.69,1221368.13,14221101.0,7402514.5,3295827.0,552137.75,0.45,0.126,2.08,1.65,20040130
长城电脑,电脑设备,深圳,427.67,132357.02,132359.39,4024189.5,3152790.5,352744.06,69435.77,0.52,0.02,2.01,5.76,19970626
深圳华强,商贸代理,深圳,54.12,66694.96,72131.67,642636.63,324709.94,33430.69,96776.31,1.34,0.373,5.28,5.1,19970130
深 赛 格,元器件,深圳,173.19,53826.6,78479.89,250980.95,125573.32,3715.53,50655.35,0.65,0.054000000000000006,1.9,6.54,19961226
深天马Ａ,元器件,深圳,52.36,94307.6,140109.88,2117269.5,977307.63,645939.06,1133764.63,8.09,0.27,9.71,1.94,19950315
深纺织Ａ,纺织,深圳,0.0,45702.17,50652.17,277741.75,164802.34,73816.71,158513.0,3.13,-0.10400000000000001,4.19,3.18,19940815
中洲控股,全国地产,深圳,123.09,48451.46,66483.11,3074599.75,2639309.5,142182.47,250119.42,3.76,0.12300000000000001,8.55,2.37,19940921
*ST南电A,火力发电,深圳,0.0,33889.51,60276.26,451858.09,276791.75,158030.27,36277.09,0.6,-0.106,0.95,13.16,19940701
深深房Ａ,区域地产,深圳,35.78,89166.0,101166.0,409037.94,351128.78,4705.0,97824.49,0.97,0.23399999999999999,2.54,4.4,19930915
国药一致,医药商业,深圳,27.72,23326.17,36263.19,1496209.63,1313920.0,96873.88,186389.45,5.14,1.993,16.73,4.4,19930809
兴源环境,机械基件,浙江,114.41,40191.78,50856.01,504678.19,295380.28,43958.64,190580.77,3.75,0.35,5.86,7.8,20110927
金利华电,电气设备,浙江,182.52,8423.3,11700.0,78279.38,49807.15,22924.0,26053.48,2.23,0.188,4.32,10.61,20100421
深天地Ａ,其他建材,深圳,439.17,13875.62,13875.62,150620.66,136326.31,9645.05,10253.23,0.74,0.06,2.78,12.55,19930429
北矿科技,元器件,北京,168.21,14332.58,15220.99,75729.78,48502.85,11227.8,27354.19,1.8,0.11900000000000001,3.29,8.11,20040512
九 芝 堂,中成药,湖南,34.12,24622.1,86935.42,468559.09,266024.28,119374.07,176319.8,2.03,0.5329999999999999,4.54,5.34,20000628
精华制药,中成药,江苏,61.65,29812.48,42029.48,245158.47,88909.36,50960.82,133597.63,3.18,0.268,5.01,4.4,20100203
鲁阳节能,矿物制品,山东,52.92,13686.23,23397.86,207998.13,113124.35,68730.43,53795.51,2.3,0.273,7.02,2.75,20061130
太极股份,软件服务,北京,174.31,36265.37,41559.71,495863.5,321817.0,7106.31,96196.78,2.31,0.156,5.18,7.0,20100312
华通医药,医药商业,浙江,126.65,7941.79,14000.0,97040.0,68538.52,9802.37,20910.95,1.49,0.213,3.88,9.28,20150527
中南文化,影视音像,江苏,82.42,63481.78,81095.15,633766.88,283951.94,60892.11,225787.22,2.78,0.18,4.42,4.07,20100713
浦发银行,银行,上海,6.56,2051881.88,2161828.0,556428224.0,0.0,2097700.0,7467800.0,3.45,1.87,15.26,1.08,19991110
爱尔眼科,医疗保健,湖南,53.05,78700.86,100717.93,388515.22,149706.63,74564.81,46697.46,0.46,0.465,2.62,12.55,20091030
健盛集团,纺织,浙江,79.78,7500.0,37050.0,232603.77,133526.41,52916.5,108168.27,2.92,0.3,4.93,6.1,20150127
聚龙股份,专用机械,辽宁,92.14,42876.37,54950.39,234078.63,182997.47,26443.08,9757.1,0.18,0.222,3.03,9.0,20110415
欧菲光,元器件,深圳,55.0,102802.92,104964.2,2160265.0,1404645.75,429720.31,322199.03,3.07,0.55,6.49,6.1,20100803
北方稀土,小金属,内蒙,1038.74,363306.59,363306.59,1580087.63,1078247.13,220969.34,15597.85,0.04,0.009000000000000001,2.27,5.77,19970924
兖州煤业,煤炭开采,山东,46.03,295981.94,491201.59,14547270.0,4242500.0,2677721.25,125865.5,0.26,0.207,8.55,1.49,19980701
新日恒力,钢加工,宁夏,0.0,68488.38,68488.38,401342.28,132156.31,60761.88,29445.05,0.43,-0.11900000000000001,1.3,9.4,19980529
通化东宝,生物制药,吉林,51.29,136330.25,142193.34,462383.59,213271.45,116533.07,116247.77,0.82,0.36,2.64,9.12,19940824
恒瑞医药,化学制药,江苏,42.2,234309.16,234752.66,1363205.25,1097579.25,164606.47,43987.45,0.19,0.8220000000000001,4.99,9.26,20001018
汉威电子,电器仪表,河南,83.63,22364.56,29302.27,352660.78,151596.56,55322.86,58626.55,2.0,0.204,4.31,5.26,20091030
火炬电子,元器件,福建,74.33,8069.97,18106.64,294625.69,223108.8,14839.67,135188.06,7.47,0.86,12.54,6.33,20150126
上海能源,煤炭开采,上海,20.38,72271.79,72271.79,1391054.0,259120.22,588471.13,91103.17,1.26,0.413,11.59,0.97,20010829
新城控股,区域地产,江苏,21.03,69106.04,222048.42,9901923.0,8029003.0,189424.63,236128.45,1.06,0.44,5.72,1.95,20151204
科远股份,电气设备,江苏,109.64,10470.83,23999.16,219325.5,176089.5,33852.3,138953.41,5.79,0.23,8.07,4.01,20100331
