name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
氯碱化工,化工原料,上海,0.0,74984.0,115640.0,487800.56,154927.75,195004.38,167427.09,1.45,-0.04,1.92,6.87,19921113
海信科龙,家用电器,广东,12.92,90202.39,136272.53,1878022.38,1298354.38,336259.38,209286.19,1.54,0.634,3.41,3.2,19990713
中国中铁,建筑施工,北京,15.96,1832803.13,2284430.25,73558376.0,57894728.0,4713693.0,4175432.0,1.83,0.39,6.02,1.43,20071203
金枫酒业,红黄药酒,上海,76.33,48803.76,51461.92,226179.72,138785.88,37343.42,52993.75,1.03,0.107,3.86,2.82,19920929
云意电气,汽车配件,江苏,68.2,19183.98,22682.92,184315.02,134246.11,38766.73,95694.7,4.22,0.36,6.83,4.53,20120321
青松建化,水泥,新疆,0.0,137879.02,137879.02,1093204.5,209830.7,574859.06,320171.16,2.32,-0.135,3.18,1.44,20030724
中粮屯河,食品,新疆,52.99,132266.34,205187.59,1690180.25,1112686.25,391747.41,412831.75,2.01,0.162,3.13,3.66,19960731
航天机电,半导体,上海,124.98,125017.99,143425.23,1384658.5,676655.56,430376.41,468947.09,3.27,0.07,4.27,2.54,19980605
北陆药业,中成药,北京,59.66,25435.75,32599.32,102774.96,48795.96,16851.6,31564.23,0.97,0.251,2.96,6.75,20091030
标准股份,纺织机械,陕西,0.0,34600.98,34600.98,152712.94,116679.17,17769.59,34744.48,1.0,-0.106,3.24,3.17,20001213
普利特,塑料,上海,28.54,15873.49,27000.0,300494.0,173963.61,68408.34,57870.07,2.14,0.84,7.6,4.2,20091218
广发证券,证券,广东,16.34,591929.13,762108.75,36728252.0,0.0,88463.4,3186405.25,4.18,0.812,10.0,1.77,19970611
新国都,电脑设备,深圳,60.05,15312.45,23525.75,285911.28,114263.67,43818.35,66837.61,2.84,0.335,5.93,4.52,20101019
宏达新材,橡胶,江苏,0.0,26630.28,43247.57,100698.81,68503.55,19661.27,103788.3,2.4,-0.026000000000000002,1.74,9.17,20080201
交大昂立,医疗保健,上海,36.81,78000.0,78000.0,259847.09,43257.12,8384.65,6028.71,0.08,0.174,2.1,4.07,20010702
晋西车轴,运输设备,山西,1203.46,120819.09,120819.09,365096.34,207525.92,68221.4,116013.51,0.96,0.005,2.55,2.9,20040526
雷科防务,通信设备,江苏,167.13,70826.24,109317.9,366808.06,184266.06,5490.56,189499.8,1.73,0.059000000000000004,3.13,4.19,20100528
二六三,电信运营,北京,78.56,59766.25,79690.71,282369.34,123192.36,9802.38,89540.38,1.12,0.12,2.87,4.37,20100908
中青旅,旅游服务,北京,28.15,70271.82,72384.0,1061352.25,377218.84,258076.52,174960.81,2.42,0.606,6.97,3.26,19971203
首商股份,百货,北京,22.98,65806.95,65840.75,628891.38,462040.56,80414.8,82504.47,1.25,0.315,5.15,1.87,19960716
新南洋,文教休闲,上海,47.48,18140.0,25907.65,203312.84,99339.11,29689.53,25417.15,0.98,0.502,3.43,9.28,19930614
安控科技,电器仪表,北京,518.5,25841.03,57888.41,229872.25,138807.8,23487.85,40989.46,0.71,0.015,2.06,4.95,20140123
高新兴,通信设备,广东,61.5,47982.42,107476.46,453149.69,237744.34,7714.62,204138.05,1.9,0.187,3.38,4.53,20100728
重庆燃气,供气供热,重庆,65.34,15600.0,155600.0,844460.0,311621.59,263271.31,99251.15,0.64,0.182,2.27,6.97,20140930
隆华节能,专用机械,河南,132.15,47469.6,88207.92,347811.38,187369.92,33458.8,99141.56,1.12,0.045,2.77,2.87,20110916
钱江水利,水务,浙江,0.0,33591.6,35299.57,543838.13,198231.56,189919.63,116877.0,3.31,-0.514,4.24,2.94,20001018
吉视传媒,影视音像,吉林,45.03,311080.13,311080.13,905516.81,173209.48,368646.13,90316.13,0.29,0.075,1.99,2.27,20120223
依顿电子,元器件,广东,29.4,9798.0,49845.32,552305.56,462368.91,85970.43,146650.92,2.94,0.85,9.16,3.58,20140701
兔 宝 宝,其他建材,浙江,47.39,46817.62,82800.07,185076.02,107849.96,18836.67,43043.48,0.52,0.22,1.81,7.51,20050510
白云山,中成药,广东,29.36,107117.92,162579.09,2544887.5,1915259.63,192974.94,987513.88,6.07,0.8,10.69,2.38,20010206
万邦达,环境保护,北京,57.09,63862.46,86518.47,737332.19,449376.31,65228.17,360639.22,4.17,0.25,6.27,2.79,20100226
东湖高新,园区开发,湖北,119.98,53794.89,63425.78,1771126.75,1416180.75,88553.88,56887.36,0.9,0.053,2.73,3.1,19980212
太极集团,中成药,重庆,6.61,42689.39,42689.39,976633.69,517226.84,176929.02,21943.88,0.51,2.1790000000000003,3.73,5.14,19971118
*ST新集,煤炭开采,安徽,35.31,259054.19,259054.19,3078751.25,223489.92,1414400.75,178899.75,0.69,0.096,1.77,2.55,20071219
同大股份,塑料,山东,113.49,8187.68,8880.0,66376.7,29378.1,28028.71,23806.32,2.68,0.261,6.39,6.18,20120523
南山控股,区域地产,深圳,23.96,73764.14,187753.03,1315256.75,1133198.38,83121.43,280576.41,1.49,0.265,2.99,2.83,20091203
华资实业,食品,内蒙,320.59,48493.19,48493.19,250434.0,27569.85,11458.1,63235.65,1.3,0.033,4.44,3.17,19981210
启明信息,软件服务,吉林,8861.51,40160.33,40854.83,158602.02,107122.92,34809.59,26188.17,0.64,0.001,2.46,5.48,20080509
华映科技,元器件,福建,42.78,77707.49,172877.05,1938577.0,1575785.25,181789.34,962007.81,5.56,0.53,7.5,1.8,19931126
麦捷科技,元器件,深圳,45.9,12331.57,21187.48,232230.41,127806.15,27710.8,86272.38,4.07,0.54,6.34,5.31,20120523
台基股份,半导体,湖北,95.98,13690.5,14208.0,104873.92,51362.48,15135.37,56347.88,3.97,0.19699999999999998,5.5,4.59,20100120
裕兴股份,塑料,江苏,58.29,15137.26,29079.0,145009.56,105394.51,32153.97,60468.71,2.08,0.17300000000000001,4.76,2.83,20120329
中粮生化,农业综合,安徽,76.53,96441.1,96441.1,587940.69,213658.8,229633.84,90302.13,0.94,0.11,1.6,7.03,19990712
天士力,中成药,天津,33.04,103284.27,108047.59,1587586.75,1004954.81,296336.97,173792.77,1.61,0.9279999999999999,7.39,5.53,20020823
暴风集团,互联网,北京,606.98,18929.9,27674.26,213768.95,120915.46,3578.65,35937.26,1.3,0.07,2.86,19.77,20150324
澳洋科技,化纤,江苏,29.16,55291.64,73349.45,402690.44,180623.02,181351.98,69709.4,0.95,0.27399999999999997,1.62,6.57,20070921
国民技术,半导体,深圳,176.13,53794.92,56364.0,313125.84,221298.97,1813.34,207790.42,3.69,0.083,5.13,3.82,20100430
中国人寿,保险,北京,34.16,2082353.0,2826470.5,268115616.0,0.0,1831400.0,5498000.0,1.95,0.47,10.93,1.99,20070109
中钢天源,元器件,安徽,285.35,19938.16,19938.16,64000.85,36813.98,18168.49,22453.2,1.13,0.040999999999999995,2.6,6.03,20060802
中航电测,元器件,陕西,93.27,30419.35,39384.03,191403.06,126319.31,41327.78,39178.37,0.99,0.21600000000000003,3.35,7.99,20100827
漫步者,电脑设备,深圳,93.88,27990.39,58800.0,188746.7,142253.13,21071.82,71787.02,1.22,0.107,2.92,4.58,20100205
紫光国芯,元器件,河北,57.95,59646.0,60681.8,433992.09,216855.95,33051.34,62544.01,1.03,0.455,5.16,6.82,20050606
奥拓电子,元器件,深圳,66.65,24009.27,37843.08,78299.74,57191.6,15595.95,3996.26,0.11,0.157,1.74,8.04,20110610
柏堡龙,服饰,广东,66.62,7466.0,20976.0,148379.66,116544.63,11967.42,51302.05,2.45,0.377,5.03,6.66,20150626
光韵达,元器件,深圳,235.57,10069.7,13915.0,67255.43,23617.6,32694.45,12598.87,0.91,0.08,2.74,9.16,20110608
爱施德,电器连锁,深圳,92.04,97135.53,103273.47,1402252.38,1252748.88,2078.71,182817.77,1.77,0.136,5.11,3.28,20100528
卫宁健康,软件服务,上海,28.89,58905.21,81347.6,303006.53,129395.2,1950.07,83629.46,1.03,0.57,2.72,7.98,20110818
天润曲轴,汽车配件,山东,63.85,111995.02,111995.02,491145.81,167525.97,230546.27,130906.72,1.17,0.111,3.1,3.05,20090821
爱建集团,多元金融,上海,28.51,143402.78,143713.98,1191177.75,401013.84,2830.15,255416.84,1.78,0.322,4.31,2.84,19930426
润和软件,软件服务,江苏,95.57,20297.25,35785.17,492624.31,137361.02,68905.8,248581.13,6.95,0.266,9.03,3.76,20120718
贝因美,乳制品,浙江,0.0,102058.42,102252.0,566408.13,318840.53,156357.48,118346.17,1.16,-0.4,3.18,3.66,20110412
万达信息,软件服务,上海,191.28,100896.59,103108.27,591859.88,300357.19,44524.12,26400.8,0.26,0.09,2.02,10.72,20110125
瑞和股份,装修装饰,深圳,76.94,9375.19,14500.0,324235.41,237098.3,14400.4,136431.75,9.41,0.59,13.65,3.9,20110929
中国一重,工程机械,黑龙江,0.0,653800.0,653800.0,3501605.5,2430861.0,650649.13,841514.81,1.29,-0.299,1.98,2.8,20100209
亚盛集团,农业综合,甘肃,149.11,194691.52,194691.52,757999.56,255338.55,128437.1,53895.9,0.28,0.027999999999999997,2.4,2.31,19970818
茂业商业,百货,四川,22.01,56981.73,173198.25,1600261.75,256763.8,730526.5,33223.3,0.19,0.264,2.22,3.49,19940224
荃银高科,种植业,安徽,0.0,25774.58,31982.0,134767.05,98138.61,21382.71,19170.46,0.6,-0.027000000000000003,1.93,6.61,20100526
雷曼股份,元器件,深圳,109.66,22193.34,34978.71,162099.52,54056.78,20212.84,62311.76,1.78,0.11699999999999999,3.17,5.41,20110113
中国船舶,船舶,上海,0.0,137811.77,137811.77,5170423.0,3601232.75,1132721.63,462036.56,3.35,-0.317,12.42,1.78,19980520
重庆港九,港口,重庆,60.46,69295.85,69295.85,731265.19,158651.41,362739.28,210796.75,3.04,0.08900000000000001,4.67,1.54,20000731
豫能控股,火力发电,河南,10.99,66192.15,85527.59,1341583.38,216851.7,1018613.63,307513.5,3.6,0.642,5.18,1.81,19980122
华懋科技,汽车配件,福建,31.97,7218.75,21390.0,141743.94,97117.8,31550.6,40289.9,1.88,0.86,5.61,6.41,20140926
凯恩股份,造纸,浙江,0.0,46762.55,46762.55,168048.95,90679.28,62116.23,27206.22,0.58,-0.034,2.49,4.22,20040705
易事特,电气设备,广东,41.35,12532.37,57595.85,747230.88,564627.75,133305.09,191163.63,3.32,0.53,6.02,4.31,20140127
北部湾旅,旅游服务,广西,90.88,7287.29,34880.62,384600.63,209946.97,60364.63,187780.45,5.38,0.43,8.35,3.9,20150326
亿帆医药,化学制药,浙江,23.77,55962.21,110079.81,687139.06,230045.72,80514.17,116270.13,1.06,0.48700000000000004,3.05,5.07,20040713
亚夏汽车,汽车服务,安徽,72.61,35692.8,45574.21,391998.66,195883.55,72292.55,107756.13,2.36,0.13,4.06,2.85,20110810
美好置业,全国地产,云南,23.76,255958.7,255959.23,1845261.0,1730543.75,35318.8,154742.27,0.6,0.122,2.39,1.61,19961205
新 海 宜,通信设备,江苏,129.25,49017.14,68733.47,500738.06,241608.67,84510.46,36645.68,0.53,0.09300000000000001,2.81,5.69,20061130
新界泵业,农用机械,浙江,38.04,22966.75,32116.92,194527.75,70732.56,50085.98,37362.25,1.16,0.293,3.96,3.76,20101231
华域汽车,汽车配件,上海,8.46,258320.02,315272.41,10290292.0,6456056.0,1394430.38,1251345.88,3.97,1.4169999999999998,11.53,1.39,19960826
万向德农,种植业,黑龙江,98.27,22506.0,22506.0,80400.43,51407.21,14126.13,3090.59,0.14,0.135,1.79,9.82,20020916
西泵股份,汽车配件,河南,47.38,30403.47,33380.78,275852.84,134604.86,114770.42,109458.61,3.28,0.235,5.43,2.74,20110111
中来股份,塑料,江苏,47.05,7691.04,17923.5,273966.94,174572.73,27239.7,33471.5,1.87,0.693,5.15,8.44,20140912
航民股份,纺织,浙江,16.14,63531.0,63531.0,405402.88,222652.97,146721.66,9998.45,0.16,0.562,4.66,2.6,20040809
国信证券,证券,深圳,29.2,219505.95,820000.0,18894722.0,0.0,104325.5,676684.81,0.83,0.452,5.8,3.03,20141229
东南网架,建筑施工,浙江,119.98,67119.45,85453.21,825019.19,601958.19,138044.92,91545.22,1.07,0.048,2.83,2.72,20070530
新海股份,家居用品,浙江,104.76,9822.36,15028.0,92500.3,38312.46,28512.98,0.0,0.0,0.408,3.03,18.84,20070306
共进股份,通信设备,深圳,42.61,11898.42,35561.91,714560.13,563558.69,82685.85,306832.81,8.63,0.84,11.59,3.64,20150225
联环药业,化学制药,江苏,61.0,21958.16,21958.16,103380.05,73404.7,17187.0,32337.35,1.47,0.20800000000000002,3.69,4.59,20030319
蓝海华腾,电气设备,深圳,73.91,2600.0,10400.0,82367.18,78896.09,598.72,18632.95,1.79,1.06,5.39,18.64,20160322
邦讯技术,通信设备,北京,0.0,17514.0,32004.0,164542.88,139991.81,1993.56,35740.73,1.12,-0.142,2.32,6.56,20120508
合康变频,电气设备,北京,37.91,62863.46,78728.67,389977.66,223427.27,80186.06,116343.97,1.48,0.183,3.1,2.98,20100120
梦网荣信,互联网,辽宁,62.64,61128.14,86159.5,707988.06,322731.41,58152.36,295652.53,3.43,0.196,5.94,2.75,20070328
光大证券,证券,上海,24.46,390669.88,461078.75,17146006.0,0.0,85302.63,2349768.75,5.1,0.61,10.13,1.67,20090818
海特高新,航空,四川,205.87,65928.04,75679.1,584085.81,255717.2,114700.0,188890.5,2.5,0.057999999999999996,4.87,3.24,20040721
仙琚制药,生物制药,浙江,61.97,46811.0,61080.8,351857.41,204109.73,90535.02,118396.8,1.94,0.165,3.57,3.81,20100112
京运通,半导体,北京,35.21,171954.05,199731.77,1004753.81,336492.06,424014.94,290489.56,1.45,0.151,3.15,2.24,20110908
厦门国贸,商贸代理,福建,13.86,166449.75,166449.75,5748587.0,5184122.5,140443.34,179006.88,1.08,0.47100000000000003,5.28,1.65,19961003
金河生物,化学制药,内蒙,41.95,52861.87,63528.96,244214.27,123513.26,57226.85,53857.96,0.85,0.2,2.47,4.41,20120713
通裕重工,工程机械,山东,68.69,271324.72,326774.41,917841.19,473957.81,320538.47,115320.72,0.35,0.036000000000000004,1.5,2.17,20110308
申达股份,纺织,上海,39.65,71024.28,71024.28,519203.59,297491.88,109577.27,14215.2,0.2,0.215,3.4,3.35,19930107
新时达,电器仪表,上海,42.96,36731.32,62017.12,460948.69,263935.0,42457.55,126144.17,2.03,0.26,4.37,3.35,20101224
国泰君安,证券,上海,13.37,477400.94,762500.0,38602804.0,0.0,284168.34,2933375.5,3.85,0.94,12.79,1.4,20150626
韩建河山,其他建材,北京,0.0,14736.0,29336.0,180073.19,112468.92,44081.62,25627.39,0.87,-0.023,2.81,5.59,20150611
拓邦股份,元器件,深圳,45.4,28704.28,45228.0,254628.95,160058.52,36338.9,95819.43,2.12,0.26,3.67,3.83,20070629
湖北广电,影视音像,湖北,29.35,46107.01,63621.75,785463.94,62419.9,433331.44,346742.94,5.45,0.374,8.77,1.67,19961210
万里股份,电气设备,重庆,0.0,15328.74,15328.74,82814.88,45662.34,26861.15,64787.13,4.23,-0.009000000000000001,4.62,6.56,19940324
上海新阳,染料涂料,上海,130.26,19376.58,19376.58,143402.27,76318.06,18242.75,79254.88,4.09,0.218,6.35,5.97,20110629
汇通能源,商贸代理,上海,117.21,14734.45,14734.45,125082.72,52784.4,56328.05,17890.89,1.21,0.152,3.9,6.11,19920327
三元达,通信设备,福建,0.0,21002.05,27000.0,77885.56,73511.13,760.84,40803.03,1.51,-0.26899999999999996,1.39,12.89,20100601
芭田股份,农药化肥,深圳,49.23,64613.37,89004.75,410930.28,116852.38,150000.13,34961.18,0.39,0.14800000000000002,2.22,4.39,20070919
信质电机,汽车配件,浙江,42.88,32140.46,40002.0,236231.0,166815.02,45951.7,43894.53,1.1,0.444,4.11,6.18,20120316
力帆股份,摩托车,重庆,49.15,123663.34,125635.34,2802292.25,1499908.0,540855.94,477487.34,3.8,0.14800000000000002,5.41,1.8,20101125
丹化科技,化工原料,上海,0.0,58482.69,101652.42,372925.22,111922.85,182748.55,176025.25,1.73,-0.13,1.88,4.59,19940311
两面针,日用化工,广西,0.0,45000.0,55000.0,357571.41,113444.76,125607.9,85739.86,1.56,-0.168,3.6,2.25,20040130
千方科技,软件服务,北京,60.9,46676.46,110437.64,541803.13,474356.31,7840.06,103015.68,0.93,0.2,2.83,5.72,20100318
柳州医药,医药商业,广西,41.14,5738.39,14234.79,572670.75,525912.56,16406.31,218929.67,15.38,1.69,21.77,4.07,20141204
初灵信息,通信设备,浙江,65.09,10762.07,22995.17,175807.09,72838.07,1509.12,110349.17,4.8,0.33,6.89,4.07,20110803
阳光电源,电气设备,安徽,40.26,83424.79,140684.94,1058681.63,891998.31,73110.95,293294.69,2.08,0.23,4.03,2.81,20111102
昇兴股份,广告包装,福建,61.73,12306.83,63000.0,238749.34,107555.32,108156.47,24113.24,0.38,0.21600000000000003,2.38,7.47,20150422
远达环保,环境保护,重庆,66.79,78081.68,78081.68,850932.88,350439.25,323121.22,297845.66,3.81,0.145,6.19,2.09,20001101
江特电机,电气设备,江西,78.92,115001.57,146918.2,903601.63,414246.69,127297.86,271343.59,1.85,0.11800000000000001,3.19,3.88,20071012
永安林业,林业,福建,217.66,17031.85,34098.87,422217.06,224179.3,44412.01,160945.36,4.72,0.048,5.92,2.36,19961206
海伦哲,专用机械,江苏,189.28,85348.29,102856.28,234850.09,155834.45,22713.35,8299.17,0.08,0.034,1.26,6.82,20110407
澳洋顺昌,仓储物流,江苏,48.38,90490.95,97522.21,408780.0,239218.16,76835.11,7627.15,0.08,0.158,1.87,5.46,20080605
万方发展,批发业,辽宁,520.11,30940.0,30940.0,213375.17,200323.75,192.24,9396.17,0.3,0.027000000000000003,0.71,26.52,19961126
桃李面包,食品,辽宁,48.41,4501.25,45012.6,230798.02,97693.72,80802.0,52761.78,1.17,0.722,4.32,10.78,20151222
富邦股份,化工原料,湖北,48.59,4189.54,12497.2,87550.53,57429.61,10870.9,18035.56,1.44,0.488,4.78,6.61,20140702
东方财富,互联网,上海,89.34,232780.56,355832.13,2513163.5,1973243.63,174385.25,678771.25,1.91,0.17,3.55,5.42,20100319
菲利华,玻璃,湖北,49.89,13968.66,19680.0,98334.06,57390.61,22129.75,20484.17,1.04,0.37799999999999995,3.96,6.35,20140910
乐山电力,水力发电,四川,14.88,32648.0,53840.07,262914.31,56275.94,127205.61,137333.34,2.55,0.45799999999999996,2.33,3.89,19930426
现代投资,路桥,湖南,11.24,101042.21,101188.54,2162181.25,720825.94,256685.45,97269.88,0.96,0.534,7.36,1.09,19990128
特发信息,通信设备,深圳,55.44,27091.84,31349.74,491168.81,342689.66,59677.68,95829.52,3.06,0.397,5.32,5.52,20000511
飞力达,仓储物流,江苏,56.71,36519.89,36555.98,187386.5,112540.31,35736.21,24526.32,0.67,0.16899999999999998,2.84,4.51,20110706
焦作万方,铝,河南,202.34,99117.27,119219.93,656047.06,89040.49,0.0,159892.63,1.34,0.036000000000000004,3.79,2.53,19960926
东易日盛,装修装饰,北京,352.35,6242.02,25385.8,260190.67,155177.92,24186.0,45189.73,1.78,0.059000000000000004,3.43,8.08,20140219
禾丰牧业,饲料,辽宁,29.13,41839.19,83117.64,494899.59,270294.31,122765.46,10721.16,0.13,0.35600000000000004,3.46,4.0,20140808
智慧能源,电气设备,青海,49.87,198008.67,221935.28,1460730.63,999387.38,210192.2,208292.59,0.94,0.13,2.53,3.36,19950206
上海医药,医药商业,上海,16.59,192293.5,268891.06,8089113.5,6139346.5,488991.19,1420349.88,5.28,0.914,11.73,1.72,19940324
岳阳兴长,石油加工,湖南,203.57,25839.83,25841.72,84395.85,54443.25,20266.31,7040.56,0.27,0.10800000000000001,2.7,10.82,19970625
万安科技,汽车配件,浙江,103.96,36165.39,47964.69,295229.69,199134.3,56099.32,81836.28,1.71,0.16899999999999998,3.53,6.62,20110610
万业企业,区域地产,上海,36.97,80615.88,80615.88,745558.81,721556.94,260.23,19126.48,0.24,0.26899999999999996,4.79,2.77,19930407
久其软件,软件服务,北京,101.71,18243.93,54149.19,249831.59,103495.63,23008.63,101082.3,1.87,0.141,3.73,5.11,20090811
界龙实业,广告包装,上海,4339.68,65302.41,66275.29,327177.19,210894.52,58898.56,10020.8,0.15,0.002,1.32,6.85,19940224
江南化工,化工原料,安徽,91.51,79119.59,91127.89,526067.88,205806.55,89059.46,195017.81,2.14,0.08,4.7,1.8,20080506
中科金财,软件服务,北京,102.99,20843.76,33757.67,347898.72,221381.41,4303.37,177577.25,5.26,0.358,8.05,6.11,20120228
通富微电,半导体,江苏,71.45,97242.5,97263.0,1048218.19,403535.38,398215.09,202619.97,2.08,0.128,3.94,3.08,20070816
新能泰山,火力发电,山东,0.0,86345.89,86346.0,529253.5,95168.21,351711.78,29602.63,0.34,-0.051,1.04,6.59,19970509
旭光股份,元器件,四川,120.46,54372.0,54372.0,147340.48,115281.11,24173.48,11375.75,0.21,0.062,1.94,5.17,20021120
德赛电池,电气设备,深圳,52.98,20524.36,20524.36,436490.19,375533.59,17948.2,817.56,0.04,0.65,5.03,9.12,19950320
中船防务,船舶,广东,4318.02,54933.58,141350.64,5091487.0,3641800.5,1028224.63,686758.5,4.86,0.005,7.27,3.7,19931028
三峡新材,玻璃,湖北,451.62,34450.26,77475.46,522777.41,352601.72,136250.34,241648.05,3.12,0.06,4.15,3.94,20000919
福耀玻璃,汽车配件,福建,15.04,200298.64,250861.75,2838065.0,1424989.0,874832.38,622875.31,2.48,0.867,6.72,2.59,19930610
节能风电,新型电力,北京,116.36,81778.0,207778.0,1758884.38,301304.22,1098373.25,325026.19,1.56,0.064,3.03,3.3,20140929
泰豪科技,电气设备,江西,152.45,50200.57,66696.04,788578.0,462719.41,74477.06,246280.47,3.69,0.10099999999999999,5.61,3.66,20020703
振华科技,元器件,贵州,40.75,42915.89,46934.21,779517.13,554033.75,97452.86,234362.84,4.99,0.348,8.09,2.34,19970703
华润三九,中成药,深圳,22.58,97774.22,97890.0,1442767.0,600170.25,280304.5,110107.86,1.12,0.888,8.47,3.16,20000309
西藏矿业,小金属,西藏,587.92,47595.0,52081.92,293806.66,176356.06,39396.42,158269.72,3.04,0.025,4.06,4.78,19970708
华东重机,工程机械,江苏,321.05,56000.0,68944.28,168855.56,141760.72,15328.85,42696.3,0.62,0.023,1.87,5.31,20120612
亚星客车,汽车整车,江苏,57.81,22000.0,22000.0,352354.88,319247.63,24947.0,34209.4,1.55,0.19699999999999998,0.5,30.3,19990831
菲达环保,环境保护,浙江,102.81,40688.94,54740.46,767241.38,591688.19,56098.05,170119.16,3.11,0.096,4.64,2.82,20020722
上海机场,机场,上海,17.99,109347.64,192695.84,2639200.75,1124854.0,994257.88,257549.8,1.34,1.092,11.21,2.34,19980218
汉钟精机,工程机械,上海,35.55,53038.1,53038.1,238216.09,179591.81,43336.81,73186.4,1.38,0.243,3.6,3.2,20070817
金城股份,造纸,辽宁,84.86,22087.56,63724.51,105571.22,100591.3,458.76,-19012.25,-0.3,0.43,1.9,14.06,19980630
九鼎新材,玻璃,江苏,453.89,23947.13,25574.41,243000.0,73625.57,124561.2,44454.71,1.74,0.028999999999999998,3.46,5.14,20071226
广东鸿图,机械基件,广东,36.96,24801.33,24802.3,351204.19,150774.98,118704.21,116423.35,4.69,0.5,8.47,2.77,20061229
运达科技,软件服务,四川,73.28,10067.53,22400.0,151327.66,135253.81,9222.17,54020.57,2.41,0.336,5.48,6.0,20150423
先河环保,环境保护,河北,57.76,29057.75,34439.53,171885.88,113964.77,23277.78,67777.0,1.97,0.203,4.13,3.79,20101105
长江通信,通信设备,湖北,68.29,19800.0,19800.0,174788.56,72788.5,4707.16,39414.35,1.99,0.263,6.47,3.71,20001222
耀皮玻璃,玻璃,上海,131.27,67247.27,93491.6,769014.19,301685.47,340684.16,112304.35,1.2,0.045,3.03,2.58,19940128
锦龙股份,多元金融,广东,50.11,82970.0,89600.0,2332164.0,1841381.75,5876.37,71395.3,0.8,0.304,3.99,5.1,19970415
安诺其,染料涂料,上海,54.9,34738.73,54259.94,151814.13,85389.05,28589.01,19823.5,0.37,0.121,1.95,4.54,20100421
嘉寓股份,装修装饰,北京,73.72,71566.0,71676.0,443029.44,367424.53,40284.59,14981.13,0.21,0.069,1.95,3.47,20100902
渤海活塞,汽车配件,山东,98.44,51281.23,52471.94,330614.19,171724.88,81927.35,93120.49,1.77,0.071,3.94,2.38,20040407
天和防务,通信设备,陕西,0.0,10320.0,24000.0,166787.16,109661.72,15840.55,52742.46,2.2,-0.205,4.9,6.05,20140910
大连国际,综合类,辽宁,9304.89,30796.41,30891.83,457020.66,275490.84,177149.02,25370.17,0.82,0.002,2.69,8.89,19980902
合肥百货,百货,安徽,22.41,77898.93,77988.42,870922.69,464442.84,151306.27,30882.48,0.4,0.29600000000000004,4.51,1.96,19960812
京城股份,专用机械,北京,0.0,32200.0,42200.0,190031.73,76428.56,89893.86,68380.31,1.62,-0.217,1.47,7.06,19940506
强力新材,化工原料,江苏,80.51,9913.03,25718.59,107205.77,45132.4,27419.05,38169.84,1.48,0.38,3.66,10.8,20150324
光线传媒,影视音像,北京,41.21,275162.16,293360.84,898350.81,283501.56,2890.45,138081.59,0.47,0.198,2.34,4.64,20110803
天玑科技,软件服务,上海,83.34,19727.16,27526.08,93753.3,59603.35,7692.25,20432.85,0.74,0.18100000000000002,2.93,6.88,20110719
索菱股份,汽车配件,深圳,91.1,8814.2,18300.92,178751.84,125078.88,38038.87,42625.55,2.33,0.332,5.5,7.33,20150611
启源装备,电气设备,陕西,0.0,24196.51,24400.0,116114.97,66846.77,25517.18,37564.4,1.54,-0.017,3.14,5.75,20101112
光华科技,化工原料,广东,120.95,13576.79,36000.0,99636.21,62268.7,24934.77,8469.83,0.24,0.134,2.16,10.04,20150216
朗姿股份,服饰,北京,78.9,20985.59,40000.0,448894.09,206918.91,98364.88,149091.67,3.73,0.20600000000000002,6.01,3.6,20110830
国电南瑞,软件服务,江苏,35.5,220575.34,242895.31,1613004.25,1466239.75,48677.9,114843.95,0.47,0.316,3.36,4.45,20031016
巴安水务,环境保护,上海,35.95,23028.75,44695.75,385983.66,221531.84,9009.96,112725.67,2.52,0.366,4.5,3.9,20110916
新力金融,多元金融,安徽,58.59,24200.0,24200.0,620722.63,136211.27,611.96,35361.32,1.46,0.436,5.13,6.63,20001208
久联发展,化工原料,贵州,223.49,32736.82,32736.82,711105.25,382286.72,112663.72,62003.6,1.89,0.061,6.05,2.99,20040908
奥 特 迅,电气设备,深圳,0.0,21956.91,22049.93,97565.11,70271.56,15057.76,31058.26,1.41,-0.038,3.51,7.92,20080506
醋化股份,化工原料,江苏,39.33,13660.0,20448.0,172086.47,92854.65,50294.03,39697.4,1.94,0.5,6.03,4.35,20150518
读者传媒,出版业,甘肃,135.42,7200.0,28800.0,191181.56,151362.81,26354.1,56848.38,1.97,0.21600000000000003,5.63,6.94,20151210
棒杰股份,服饰,浙江,126.91,25449.93,46100.26,106169.77,43034.23,16964.32,1312.54,0.03,0.064,1.42,7.59,20111205
万讯自控,电器仪表,深圳,155.63,13535.34,26658.82,92268.93,38203.05,21873.47,32431.98,1.22,0.07400000000000001,2.7,5.69,20100827
东软集团,软件服务,辽宁,7.95,123197.78,124319.77,1134155.5,583091.81,148886.63,69191.85,0.56,1.66,6.34,2.75,19960618
金达威,食品,福建,36.28,57590.0,61648.19,358254.16,203858.16,56586.95,88528.22,1.44,0.34,3.56,4.31,20111028
金晶科技,玻璃,山东,118.25,142270.73,145889.23,932081.31,261984.7,408092.03,194150.86,1.33,0.028999999999999998,2.75,1.68,20020815
茂化实华,石油加工,广东,88.04,36649.5,51987.53,122158.95,74342.06,33462.55,697.15,0.01,0.065,1.59,4.81,19961114
